itemName,itemEffect,itemSource,location,act
Mage's Friend,"Arcana +1 Religion +1",Wooden chest on the third floor (second floor being the entrance floor),Arcane Tower X: -34 Y: -274,1
Guiding Light,"Cast Light ( Recharge: Per turn) The key to access the tower basement",Rewarded by Bernard on the forth (roof) floor if having told him the correct line,Arcane Tower X: -27 Y: -287,1
Light of Creation,"Deal additional 1d6 Lightning damage with this weapon. Once per attack with this halberd, you must be a Construct[4] or succeed DC 10 Constitution save to not get Stunned for 1 turn",Bernard on the forth (roof) floor,Arcane Tower X: -27 Y: -287,1
Club of Hill Giant Strength,Set your Strength to 19[5] while having this weapon equipped,Stool of Hill Giant Strength in the workshop corner on the forth (roof) floor,Arcane Tower X: -30 Y: -274,1
Staff of Arcane Blessing,"Cast Bless (level 1) ( Recharge: Long rest) The Bless spell gained from this staff grants a 1d4 bonus (to 2d4 total) to spell attack rolls",Leaning against the bookcase on the upper level of the tower's basement[6],Arcane Tower X: 164 Y: -432,1
The Sparkswall,"Immunity to being Electrocuted Resistance to Lightning damage",Gilded chest on the upper level of the tower's basement[6],Arcane Tower X: 163 Y: -431,1
Jorgoral's Greatsword,"Gain an action to stike all targets in a 6 m / 20 ft square, dealing bonus Slashing damage equal to your proficiency bonus. On a miss, targets still take half the damage ( Recharge: Short rest)","Looted, bought, or stolen from Corsair Greymon on the boat or later at his storage spot","Ebonlake X: -452 Y: -524 X: -632 Y: 326[1]",1
Bow of the Banshee,"On a hit with this shortbow, the target must succeed DC 12 Wisdom save or get Frightened for 2 turns. Gain a 1d4 bonus to attack rolls and melee damage against Frightened creatures","Looted, bought, or stolen from Corsair Greymon on the boat or later at his storage spot","Ebonlake X: -452 Y: -524 X: -632 Y: 326[1]",1
Shining Staver-of-Skulls,"Deal additional 1d4 Radiant damage with this weapon This weapon sheds light in a 7.5 m / 25 ft radius. This cannot be toggled off","Looted, bought, or stolen from Corsair Greymon on the boat or later at his storage spot","Ebonlake X: -452 Y: -524 X: -632 Y: 326[1]",1
Intransigent Warhammer,"On landing a critical hit or killing with this warhammer, all enemies in a 3 m / 10 ft area must succeed DC 14 Dexterity save or fall Prone for 2 turns",Watertight chest on Corsair Greymon's boat,Ebonlake X: -452 Y: -524,1
Wondrous Gloves,"Armour Class +1 Bardic Inspiration charge +1",Mimic chest next to the harper rune west of the Grymforge waypoint,X: -688 Y: 377,1
Dark Justiciar Mail,"While being obscured, deal additional 1d4 Necrotic damage when being hit in melee",On an armored skeleton north and above of the Grymforge waypoint and south of the Ancient Forge waypoint,"X: -650 Y: 422 X: -609 Y: 246",1
Sharran Crossbow,Regular light crossbow with +1 damage,Wooden chest behind 2 archery targets north-west and above of the Grymforge waypoint,X: -669 Y: 401,1
The Real Sparky Sparkswall,Gain an action to consume 3 Lightning Charges to Jolt all enemies in a 6 m / 20 ft radius around you,Locked heavy chest on the ledge across a narrow chasm,X: -694 Y: 417,1
The Protecty Sparkswall,"+1 bonus to spell save DC While being imbued with Lightning Charges, gain +1 bonus to AC and saving throws",Gilded chest behind the locked gate at the end of the trapped bridge,X: -645 Y: 360,1
Merregon Halberd,Regular halberd with +1 damage,"Merregon Legionnaire in the hallway with Hellsboars Two can be found around the Crumbling Island","X: -576 Y: 383 X: -643 Y: 215 X: -601 Y: 199",1
Firestoker,Deal additional 1d4 Piercing damage with this weapon against Burning targets,Opulent chest in the hallway with Hellsboars,X: -574 Y: 382,1
Fetish of Callarduran Smoothhands,Cast Invisibility (level 2) ( Recharge: Long rest),On a dead gnome[2] in the pile of gnome bodies east of the Grymforge waypoint,X: -609 Y: 410,1
Bracing Band,Gain +1 bonus to AC for 1 turn after Shoving an enemy,Rewarded[3] by Sergeant Thrinn near the cave-in at the forge main area for Find the Missing Boots,X: -630 Y: 317,1
Armour of Uninhibited Kushigo,"While your Patient Defence is active, you can expend your Reaction to make an unarmed strike against an attacker that missed",Rewarded[3] by Sergeant Thrinn near the cave-in at the forge main area for Find the Missing Boots,X: -630 Y: 317,1
Ring of Absolute Force,"If you have the Brand of the Absolute, deal additional 1 Thunder damage with Thunder damage spells and attacks Cast Thunderwave (level 1) ( Recharge: Long rest)",Sergeant Thrinn near the cave-in at the forge main area,X: -625 Y: 319,1
Cap of Wrath,"When at 50% or less hit points at the start of your turn, gain Wrath for 2 turns",Thudd near the cave-in at the forge main area,X: -625 Y: 319,1
Deep Delver,"On a hit with this war pick, inflict Shattered for 3 turns upon the target(s). Deal additional 1d4 Piercing damage with this weapon against Shattered targets",Elder Brithvar near the cave-in at the forge main area,X: -625 Y: 319,1
Sword of Screams,Deal additional 1d4 Psychic damage with this weapon,Nere near the cave-in at the forge main area,X: -625 Y: 319,1
Disintegrating Night Walkers,"Immunity to being Enwebbed, Entangled, or Ensnared and to greasy and icy surfaces Cast Misty Step ( Recharge: Short rest)",Nere near the cave-in at the forge main area,X: -625 Y: 319,1
Dark Justiciar Mask,Intimidation +1,On an armored skeleton on the railing to the south-west and in an alcove to the north-east of the Ancient Forge waypoint,"X: -620 Y: 258 X: -590 Y: 299",1
Dark Justiciar Helm,"While being obscured, gain +1 bonus to saving throws against attacks Constitution saving throws +1",On an armored skeleton south of the Ancient Forge waypoint,X: -610 Y: 246,1
Sentient Amulet (Rare),"Cast Shatter (level 2) ( Recharge: Long rest) Cast Talk to the Sentient Amulet ( Recharge: Per turn) Gain an action to restore 2 Ki Points ( Recharge: Long rest) When casting Shatter with this amulet, you must succeed DC 10 (then 15 once you fail) Wisdom save or succumb to Hideous Laughter for 1 turn",Locked adamantine chest on the Crumbling Island,X: -627 Y: 224,1
Grymskull Helm,"Immunity to enemy critical hits Resistance to Fire damage Cast Hunter's Mark ( Recharge: Long rest)",Grym at The Adamantine Forge,X: -545 Y: 229,1
Adamantine Mace,"Attacks with this weapon against objects always critically hit This weapon ignores resistance to Bludgeoning damage",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Adamantine Longsword,"Attacks with this weapon against objects always critically hit This weapon ignores resistance to Slashing damage",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Adamantine Scimitar,"Attacks with this weapon against objects always critically hit This weapon ignores resistance to Slashing damage",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Adamantine Shield,"When a melee attack misses you, you send the attacker Reeling for 2 turns Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Immunity to enemy critical hits",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Adamantine Scale Mail,"All incoming damage is reduced by 1 When a melee attack misses you, you send the attacker Reeling for 2 turns Immunity to enemy critical hits Disadvantage on Stealth ability checks",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Adamantine Splint Armour,"All incoming damage is reduced by 2 When a melee attack misses you, you send the attacker Reeling for 3 turns Immunity to enemy critical hits Disadvantage on Stealth ability checks",Crafted using Mithral Ore and the corresponding Mould at the anvil,X: -558 Y: 230,1
Periapt of Wound Closure,"When you are Downed, automatically stabilise at the start of your turn Whenever you are healed, you restore the maximum number of possible hit points.",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Gloves of Cinder and Sizzle,"Deal additional 1d4 Fire damage with unarmed attacks Cast Scorching Ray (level 3) ( Recharge: Long rest)",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
The Graceful Cloth,"Advantage on Dexterity ability checks, +1 bonus to Dexterity saving throws Increase your Dexterity by 2 (max 20) while wearing this armour  Jump distance is increased by 1.5 m / 5.0 ft, and you take half damage from falling",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Cacophony,"Deal additional 1d4 Thunder damage in melee with this weapon Cast Thunderous Smite ( Recharge: Short rest)",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Gloves of Baneful Striking,"On a hit with your weapon, inflict a 1d4 penalty on target's saving throws against your spells for 2 turns",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Boots of Elemental Momentum,"When you deal Acid, Cold, Fire, Lightning, or Thunder damage with a spell or cantrip, gain Momentum for 2 turns Athletics +1",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Hoppy,"Gain an action to strike the target, dealing additional Necrotic damage equal to your proficiency bonus and regaining 1d6 hit points ( Recharge: Short rest)",Bought or stolen from Lady Esther north-east of the Trielta Crags waypoint,X: -42 Y: -129,1
Ceremonial Mace,Regular mace with +1 damage,One of the Kobold Looters in the Firewine Storage on the ground floor,X: 45 Y: 37,1
Ceremonial Battleaxe,Regulare battleaxe with +1 damage,Guardian of Faith behind the locked enchanted door on the upper floor,X: 105 Y: 44,1
Ceremonial Warhammer,Regular warhammer with +1 damage,In the Eagle's Nest on the monastery roof,X: 79 Y: 39,1
Holy Lance Helm,"When an attack with attack roll misses you, the attacker must succeed DC 14 Dexterity save or take 1d4 Radiant damage Constitution saving throws +1",Painted chest in the alcove across a narrow chasm east of the Eagle's Nest,X: 120 Y: 35,1
Ceremonial Longsword,Regular longsword with +1 damage,On the north-western pedestal in the Dawnmasters Memorial,X: 74 Y: 74,1
Ring of Arcane Synergy,"When you deal damage with a cantrip, once per attack, gain Arcane Synergy for 2 turns",Gish Far'aag near the entrance cells,Crèche Y'llek X: 1358 Y: -821,1
Gloves of Dexterity,"Set your Dexterity to 18[1] while wearing these gloves Attack rolls +1",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Knife of the Undermountain King,"Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks. When you roll 2 damage or less, reroll the dice, taking the highest result Advantage on attack rolls with this shortsword against obscured targets",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Daredevil Gloves,"Spell attack rolls +1 Ranged spell attacks in melee range are made as melee spell attacks. This can be toggled off",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Vital Conduit Boots,"On a concentration cast, gain 8 temporary hit points Athletics +1",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Defender Flail,"Reduce incoming Physical damage by 1 Armour Class +1",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Larethian's Wrath,"Gain an action to cleave in a 4 m / 13 ft cone, dealing Slashing damage equal to your proficiency bonus. On a miss, targets still take half the damage ( Recharge: Short rest) Unlike most Longswords, this sword is a finesse weapon",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Unseen Menace,"Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks. Gain advantage on attack rolls with this weapon and immunity to being disarmed The effect wears off for 2 rounds when you miss an attack roll with this weapon",Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Witchbreaker,Advantage on attack rolls with this weapon against concentrating targets,Bought or stolen from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Amulet of Branding,Cast Brand the Weak ( Recharge: Long rest),Looted from A'jak'nir Jeera south-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1387 Y: -821,1
Crossbow of Arcane Force,Gain an action to deal additional 1d4 Force damage during 1 turn when attacking with this weapon ( Recharge: Short rest),Raider G'rath in the camp area south of the Crèche Y'llek waypoint,Crèche Y'llek X: 1382 Y: -815,1
Ring of Elemental Infusion,"When you deal Acid, Cold, Fire, Lightning, or Thunder damage with a spell or cantrip, that element infuses your weapon for 2 turns. Deal additional 1d4 damage of that element on your next successful weapon attack",Gish Umr'a'ac in the southern part of the Infirmary,Crèche Y'llek X: 1304 Y: -825,1
Aberration Hunters' Amulet,"If githyanki[2], gain advantage on Intelligence saving throws, and Aberrations suffer disadvantage on attack rolls against you Gain an action to gain advantage on attack rolls against Aberrations for 3 turns ( Recharge: Short rest)",Ghustil Stornugoss in the western part of the Infirmary,Crèche Y'llek X: 1288 Y: -807,1
Varsh Ko'kuu's Boots,"Immunity to acidic surfaces, resistance to Acid damage",Varsh Ko'kuu in the Hatchery,Crèche Y'llek X: 1292 Y: -759,1
Soulbreaker Greatsword,"If githyanki[2], deal additional 1d4 Psychic damage with this weapon +2 bonus to Initiative rolls Gain an action to strike the target, dealing additional Psychic damage equal to your proficiency bonus; The target must succeed DC 12 Constitution save or get Stunned for 2 turns ( Recharge: Short rest)",Kith'rak Therezzyn in the Captain's Quarters north-east of the Crèche Y'llek waypoint,Crèche Y'llek X: 1408 Y: -767,1
Gloves of Belligerent Skies,"When you deal Thunder, Lightning, or Radiant damage, once per attack, inflict 2 turns of Reverberation",Elegant chest in the south-western corner of the Inquisitor's Chamber,Crèche Y'llek X: 1348 Y: -677,1
Circlet of Psionic Revenge,"On your successful saving throw, the attacker that caused the throw receives 1d4 Psychic damage If githyanki[2], gain a +1 bonus to Intelligence, Wisdom, and Charisma saving throws",Ch'r'ai W'wargaz in the Inquisitor's Chamber,Crèche Y'llek X: 1357 Y: -667,1
Diadem of Arcane Synergy,"On applying a condition to an enemy, once per attack or action, gain Arcane Synergy for 2 turns",Ardent Jhe'rezath in the Inquisitor's Chamber,Crèche Y'llek X: 1361 Y: -667,1
Strange Conduit Ring,"While concentrating, deal additional 1d4 Psychic damage with your weapons",Elegant chest next to the projector in the Inquisitor's Chamber,Crèche Y'llek X: 1358 Y: -663,1
Necklace of Elemental Augmentation,"When you deal Acid, Cold, Fire, Lightning, or Thunder damage with a cantrip, add your spellcasting modifier to the damage dealt",Display case in the eastern room of the Inquisitor's Chamber,Crèche Y'llek X: 1381 Y: -662,1
The Skinburster,"On a hit with this halberd, gain Force Conduit for 2 turns",Leaning against a display case in the eastern room of the Inquisitor's Chamber,Crèche Y'llek X: 1383 Y: -659,1
Hoarfrost Boots,Immunity to falling Prone when traversing icy terrain,Display case in the western room of the Inquisitor's Chamber,Crèche Y'llek X: 1335 Y: -660,1
The Blood of Lathander,"When your hit points are reduced to 0, regain 2d6 hit points ( Recharge: Long rest) This weapon sheds light in a 6 m / 20 ft radius. This can be toggled off. In combat, Fiends and Undead standing in this light must succeed DC 14 Constitution save or get Blinded for 1 turn Cast Sunbeam ( Recharge: Long rest)","On a protected pedestal[3], unlocked by following the Find the Blood of Lathander quest",Secret Chamber X: 1068 Y: -779,1
Voss' Silver Sword,"Deal additional 1d4 Psychic damage with this weapon Gain a 1d4 bonus to attack rolls and damage rolls with this weapon against githyanki, Aberrations, Fiends, and Elementals Cast Wrathful Smite (level 1) ( Recharge: Short rest)","Kith'rak Voss at camp after completing the Discover the Artefact's Secrets quest, if chosen to be attacked",Campsite,1
Thermoarcanic Gloves,"When you deal Fire damage, once per attack, gain Heat for 2 turns",Kansif in the cultist camp or near the Harper ambush[1],"X: 98 Y: -57 X: 0 Y: -15",2
Frost Prince,Cast Ice Knife (level 1) ( Recharge: Long rest),"Gilded chest near the Shadow-Cursed Needle Blight ambush, south of the cultist camp",X: 80 Y: -96,2
Cruel Sting,"If drow[2], deal additional 1d4 Poison damage with this weapon against Restrained targets Gain an action that Enwebbs the target for 10 turns if they fail their Strength save against your spell save DC ( Recharge: Short rest)",Kar'niss[3] at the ruined ambush building,X: 0 Y: -15,2
Moonlantern,"Immunity to the Shadow Curse in a 13 m / 44 ft radius around you while you have this lantern in hand If you free the inhabitant of the lantern, you get the same aura but from an item that doesn't take up a weapon slot",Kar'niss[3] at the ruined ambush building,X: 0 Y: -15,2
Hammergrim Mist Amulet,Cast Fog Cloud (level 1) ( Recharge: Long rest),Locked wooden chest on a wooden ledge inside the ruined ambush building,X: -10 Y: -4,2
Luminous Gloves,"When you deal Radiant damage, inflict 1 turn of Radiating Orb upon the target(s) Strength saving throws +1",Locked potter's chest on a wooden ledge inside the ruined pottery near the river,X: -53 Y: 9,2
Shadow-Cloaked Ring,Deal additional 1d4 damage with your weapon or unarmed strikes against obscured targets or creatures made of shadow,Shadow Mastiff Alpha in a cursed camp north of the ruined pottery[4],X: -51 Y: 36,2
Ring of Twilight,"While being obscured, gain a +1 bonus to AC",Locked traveller's chest tucked away behind pots in the ruined tower south of the ruined pottery,X: -34 Y: -12,2
Gloomstrand Shield,Stealth +1,Traveller's chest next to the warped bridge at the south-most part of the map,X: -55 Y: -113,2
Ring of Shadows,Cast Pass Without Trace ( Recharge: Long rest),Rewarded by Oliver for winning both rounds of his game at the House in Deep Shadows,X: 76 Y: 37,2
Ring of Mental Inhibition,"On a failed saving throw against your spell or action, the target suffers Mental Fatigue for 2 turns",Locked wooden chest in the middle of the House in Deep Shadows,X: 72 Y: 40,2
Ironwood Club,Deal additional 1d4 Bludgeoning damage with this weapon while it is being imbued with Shillelagh,Shadow-Cursed Shambling Mound ambush north of the Shadowed Battlefield waypoint,X: 44 Y: 59,2
Ring of Self Immolation,Gain an action to gain Heat for 2 turns ( Recharge: Short rest),Locked wooden chest atop the ruined tower near the Shadow-Cursed Shambling Mound ambush,X: 27 Y: 63,2
Raven Gloves,Cast Summon Quothe the Raven ( Recharge: Short rest),Rewarded by He Who Was for Punish the Wicked,X: 128 Y: 110,2
Family Ring,Death saving throws +2,In a burrow[5] behind and below the camp north-west of the He Who Was campsite,X: 110 Y: 130,2
Penumbral Armour,"While being obscured, gain a +3 bonus to Stealth ability checks",Locked opulent chest in a cursed house across the river north-east of the Last Light Inn waypoint,X: 32 Y: 144,2
Shield of Devotion,"Gain one additional level 1 spell slot while having this shield equipped Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Cast Shield of Devotion: Aid ( Recharge: Long rest)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Incandescent Staff,"Spell attack rolls +1 Resistance to Fire damage Cast Fire Bolt ( Recharge: Per turn) Cast Fireball (level 3) ( Recharge: Long rest)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Amulet of the Harpers,"Advantage on Wisdom saving throws Cast Shield ( Recharge: Long rest)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Cindersnap Gloves,"Gain a concentration action to make ranged weapon attacks against you suffer disadvantage and halved Physical damage, for 10 turns ( Recharge: Short rest)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Gloves of the Balanced Hands,Gain the Two-Weapon Fighting style as long as these gloves are equipped,Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Obsidian Laced Robe,"On your successful saving throw against an enemy spell, the attacker that caused the throw receives 1d4 + your proficiency bonus Fire damage Resistance to Fire damage",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
The Mighty Cloth,"Advantage on Strength ability checks, your carrying capacity is doubled Increase your Strength by 2 (max 20) while wearing this armour Immunity to being pushed, advantage on saving throws against being Restrained Gain an action to charge up to 9 m / 30 ft forward with 2 m / 7 ft effect radius, knocking any target caught 3 m / 10 ft back if they fail their Strength save against your 10 + Strength modifier DC ( Recharge: Per turn)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Yuan-Ti Scale Mail,"Add your full Dexterity modifier to your AC while wearing this armour +1 bonus to Initiative rolls",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Shadeclinger Armour,"While being obscured, gain advantage on saving throws Stealth +1",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Barkskin Armour,"Increase your AC to 16 while wearing this armour Advantage on Constitution saving throws",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Hat of Uninhibited Kushigo,"After dealing damage with an unarmed attack, gain a +1 bonus to spell save DC until the end of your turn",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Defender Greataxe,"Gain an action during your first attack of the round to reduce this weapon's enchantment by 1, increasing your AC and saving throws by 1 in return ( Recharge: Per turn)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Cloak of Protection,"Armour Class +1 Saving throws +1",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Sword of Life Stealing,"On a critical hit with this shortsword, if the target is not Construct or Undead, deal additional 10 Necrotic damage and gain 10 temporary hit points",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Swordmaster Gloves,"Gain proficiency with Shortswords, Longswords, and Greatswords. Melee weapon attack rolls +1",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Darkfire Shortbow,"Resistance to Fire and Cold damage Cast Haste ( Recharge: Long rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Harmonium Halberd,"Strength +2 Intelligence -1 Wisdom -1",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Charge-Bound Warhammer,"Deal additional 1d6 Lightning damage with this weapon +1 to attack rolls and damage rolls with this weapon The effects function only when the weapon is Bound to an Eldritch Knight or is a Warlock's Pact Weapon",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Thermodynamo Axe,"On a hit with this battleaxe, once per attack, gain Heat for 2 turns",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Sword of Clutching Umbra,"Gain an action to strike the target, dealing additional damage equal to your proficiency bonus + 1d6 Psychic. This action doesn't break Invisibility or other forms of concealment ( Recharge: Short rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Thorn Blade,"While concentrating, deal additional 1d4 Poison damage with melee weapons while having this scimitar equipped Cast Ensnaring Strike (Melee) (level 1) ( Recharge: Long rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Flawed Helldusk Helmet,"+2 bonus to saving throws against spells Constitution saving throws +1",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Flawed Helldusk Armour,"When you are hit by an enemy in melee, once per attack, they must succeed DC 13 Dexterity save or receive 1d4 Fire damage Incoming Piercing damage is reduced by 1 Disadvantage on Stealth ability checks",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Flawed Helldusk Gloves,"Deal additional 1d4 Fire damage with your weapons or additional 1d4 Necrotic damage with unarmed strikes On an unarmed hit, the target must succeed DC 13 Constitution save or suffer Bleeding for 2 turns Strength saving throws +1",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Evasive Shoes,"Acrobatics +1 Armour Class +1",Bought or stolen from Mattis[2] inside the Inn,X: -56 Y: 141,2
Cloak of Cunning Brume,"On Disengage, create a 2 m / 7 ft radius Fog Cloud that lingers for 1 turn",Bought or stolen from Mattis[2] inside the Inn,X: -56 Y: 141,2
Shapeshifter's Boon Ring,"While shapeshifting or disguising yourself, gain a 1d4 bonus to all ability checks. This effect lasts until long rest and doesn't require the ring to be equipped once enabled",Strange Ox in the Inn barn behind the blacksmith if spared at the Emerald Grove,X: -28 Y: 170,2
Hat of Fire Acuity,"When you deal Fire damage, once per attack, gain Arcane Acuity for 2 turns",Strange Ox in the Inn barn behind the blacksmith if spared at the Emerald Grove,X: -28 Y: 170,2
Rippling Force Mail,"When you take Physical damage, gain Force Conduit for 2 turns Disadvantage on Stealth ability checks",Locked rustic chest at the top floor of the Inn blacksmith,X: -22 Y: 175,2
Sylvan Scimitar,This weapon uses your spellcasting modifier instead of Dexterity for attack rolls and damage rolls,Looted from Jaheira (NPC or Companion),X: -63 Y: 144,2
Potent Robe,"Your cantrips deal additional damage equal to your Charisma modifier At the beginning of your turn, gain temporary hit points equal to your Charisma modifier Armour Class +1",Rewarded by Alfira[3] for Rescue the Tieflings,X: -64 Y: 141,2
Gloves of the Automaton,"Gain an action to become a Construct, gaining resistance to Lightning damage and advantage on attack rolls with weapons for 10 turns ( Recharge: Short rest) Strength saving throws +1",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Acrobat Shoes,"Acrobatics +1 Advantage on Dexterity saving throws",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Ring of Geniality,"Persuasion +1 Deception +1",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Snowburst Ring,"When you deal Cold damage, create a 4.5 m / 15.0 ft ice patch underneath the target(s)","Underneath a loose plank[5] in the bedroom on the ground floor, north of the bar",X: -80 Y: 158,2
Moon Devotion Robe,"While you have Mage Armour active, on your successful saving throw the attacker that caused the throw receives 1d4 Radiant damage Advantage on Constitution saving throws Saving throws +1 Cast Mage Armour ( Recharge: Long rest) Cast Produce Flame ( Recharge: Per turn)","Looted from Isobel at her room on the top floor, or at the Mind Flayer Colony if she was abducted at the Inn","X: -60 Y: 158 Mind Flayer Colony X: 861 Y: -23",2
Jhannyl's Gloves,"When you become Blinded, Paralysed or Poisoned, automatically cast Lesser Restoration on yourself Saving throws +1","Looted from Isobel at her room on the top floor, or at the Mind Flayer Colony if she was abducted at the Inn","X: -60 Y: 158 Mind Flayer Colony X: 861 Y: -23",2
Shifting Corpus Ring,"Cast Invisibility (level 2) ( Recharge: Long rest) Cast Blur ( Recharge: Long rest)",Looted from Marcus in Isobel's room on the top floor during the Inn encounter,X: -63 Y: 163,2
Coruscation Ring,"When you deal spell damage while illuminated by a light source, inflict 2 turns of Radiating Orb upon the target(s)",Locked heavy chest surrounded by shadow roots,Last Light Inn - Cellar X: 45 Y: -736,2
Covert Cowl,"While being obscured, reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Dexterity saving throws +1",On one of the Meenlocks in the basement,Last Light Inn - Cellar X: 33 Y: -697,2
Shield of Scorching Reprisal,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Resistance to Fire damage Gain an action to increase your AC by 1 for 4 turns and force any attaker that misses you to receive 1d6 Fire damage ( Recharge: Short rest)",On a dead body covered by rubble[5] in the cemetery north of the Last Light Inn,X: -3 Y: 217,2
Twist of Fortune,"When you roll 2 damage or less, reroll the dice, taking the new result Gain an action to strike the target, dealing additional 4 Piercing per 300 gold the target possesses ( Recharge: Short rest)",Gerringothe Thorm on the top floor of the building,Reithwin Tollhouse X: -110 Y: -93,2
Ironvine Shield,"When hit in melee by an enemy, if your weapon is imbued with Shillelagh, the attacker receives Piercing damage equal to your Wisdom modifier",Heavy chest on the top floor in the south-western room,Reithwin Tollhouse X: -126 Y: -90,2
Gloves of Battlemage's Power,"On applying a condition with your weapon attack rolls, once per attack, gain Arcane Acuity for 1 turn Strength saving throws +1",Locked opulent chest on the top floor in the south-eastern room,Reithwin Tollhouse X: -82 Y: -90,2
Fireheart,"When you take Fire damage from an enemy, once per turn, gain Heat for 2 turns",Locked heavy chest on the top floor in the small room blocked by veins,Reithwin Tollhouse X: -123 Y: -77,2
Rat Bat,Advantage on attack rolls with this weapon against Beasts,Leaning against a booze tap in the bar near Thisobald Thorm,The Waning Moon X: -224 Y: -76,2
