itemName,itemEffect,itemSource,location,act
Absolute's Protector,"If you have the Brand of the Absolute, all incoming damage is reduced by 1 while having this shield equipped Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Cast Fire Shield: Chill ( Recharge: Long rest)","Disciple Z'rell at the main floor (after confronting Ketheric Thorm), or at the upper floor (before confronting Ketheric Thorm)","Outside X: -152 Y: -123[1] Main floor X: -148 Y: -169[2] Upper floor X: -140 Y: -195[3]",2
Argument Solver,"Gain an action to strike the target, dealing additional Poison damage equal to your proficiency bonus. The strike creates a 1.5 m / 5.0 ft radius cloud of noxious fumes for 3 turns, Poisoning the target if they fail their Constitution save against your spell save DC while in the cloud ( Recharge: Short rest)",Mig at the main floor,X: -194 Y: -180,2
Very Heavy Greataxe,"Gain a cleave attack that strikes all targets at half weapon damage with bonus 1d6 Slashing damage, but puts you Off Balance for 1 turn if you fail the DC 8 Strength save ( Recharge: Short rest)",Fezzerk in the throne room on the main floor if spared in the Blighted Village in Act One,X: -152 Y: -191,2
Derivation Cloak,"When you Poison a target, regain 1d4 hit points",Locked heavy chest in Balthazar's quarters on the upper floor,X: -135 Y: -174,2
Coldbrim Hat,"On applying condition to an enemy with a spell, once per turn, inflict 2 turns of Encrusted with Frost upon the target(s)",Locked opulent chest behind the secret door in Balthazar's quarters on the upper floor,X: -155 Y: -173,2
Shadow Lantern,"Unlike the Moonlantern, this lantern doesn't grant immunity to the Shadow Curse Gain an action to conjure a Shadow and assume control of it ( Recharge: Long rest)",Crafted by Gale (Origin or Companion) by combining Dead Pixie with Broken Moonlantern at the ritual circle behind the secret door in Balthazar's quarters on the upper floor,X: -150 Y: -165,2
Cloak of Elemental Absorption,"Gain an action to half the damage of the next elemental attack targeting you, and deal additional 1d6 damage of that element on your next weapon attack ( Recharge: Short rest)",Locked opulent chest in the Ketheric Thorm's bedroom on the upper floor,X: -166 Y: -169,2
Spineshudder Amulet,"When you deal damage with a ranged spell that uses attack rolls, once per attack, inflict 2 turns of Reverberation upon the target(s)",Mimic chest in Isobel's room on the upper floor,X: -171 Y: -195,2
Myrkulite Scourge,Deal additional 1d6 Necrotic damage with this weapon,"Radija at the upper floor, Susdera on the rooftop, Sarabayle, Willinx Jindlebee and Duckie Verish in the Moonrise Towers Prison (after confronting Ketheric Thorm), and Kressa Bonedaughter in the Mind Flayer Colony","Upper floor X: -161 Y: -204 Moonrise Towers Rooftop X: -152 Y: -181 Moonrise Towers Prison X: 597 Y: -655 & X: 597 Y: -651 & X: 598 Y: -647 Mind Flayer Colony X: -161 Y: -204",2
Ring of Exalted Marrow,"Cast Exhort the Risen ( Recharge: Long rest) Gain an action to lash at the target with claws, dealing 2d6 Necrotic damage; The non-Undead target must succeed DC 13 Constitution save or become Paralysed for 2 turns ( Recharge: Long rest)",Heavy chest at the Absolute altar on the rooftop,Moonrise Towers Rooftop X: -152 Y: -176,2
Blade of Oppressed Souls,"Deal additional 1d4 Psychic damage with this weapon Gain an action to strike a non-undead Humanoid, dealing additional Psychic damage equal to your proficiency bonus; The target must succeed DC 12 Intelligence save or get Mad for 3 turns ( Recharge: Short rest)",Next to a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Circlet of Mental Anguish,"When an enemy fails a Charisma, Intelligence, or Wisdom saving throw against your spell or cantrip, regain 1d4 hit points",On a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Braindrain Gloves,"When you deal Psychic damage, inflict 2 turns of Mental Fatigue upon the target(s)",On a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Infernal Rapier,"+1 bonus to spell save DC This weapon uses your spellcasting modifier instead of Dexterity for attack rolls and damage rolls Cast Planar Ally: Cambion ( Recharge: Long rest)","If persuaded, rewarded to Wyll (Origin or Companion) by Mizora in the Tadpoling Centre",Mind Flayer Colony X: 676 Y: 39,2
Ketheric's Warhammer,Deal additional 1d4 Psychic damage with this weapon,Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Reaper's Embrace,"All incoming damage is reduced by 2 Gain an action to grant yourself immunity to being moved against your will, but suffer disadvantage on Dexterity saving throws. This can be toggled off Gain an action to howl in a 3 m / 10 ft radius; The target must succeed DC 14 Wisdom save or get Numbed for 3 turns ( Recharge: Short rest) Disadvantage on Stealth ability checks",Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Ketheric's Shield,"+1 bonus to spell save DC and spell attack rolls Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Advantage on Dexterity saving throws",Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Devotee's Mace,"Deal additional 1d8 Radiant damage with this weapon Gain an action to emanate a soothing aura around you, regaining 1d4 hit points to you and your allies in a 9 m / 30 ft radius at the start of your turn, for 10 turns ( Recharge: Long rest)",Clerics upon reaching level 10 and choosing Arm Thy Servant as their Divine Intervention,Any,2
